sentence,label
Bad: Shower Tub clogged. Good: Convenient location. Reasonable food prices. Awesome selection of cuisine. Helpful staff!,1
"Our credit card has had a hold charge in it for a week now. 150 hold for incidentals for a two night stay!! I was told the general manager could clear it, but he never called me back. This is ridiculous. The room was fine. But I have spent over an hour trying to sort out this hold and it's... More",0
"A four night stay at the inn was not only pleasant and comfortable, but we experienced the most helpful, kind, caring and compassionate customer service we had ever encountered. Shelia and Therese greeted us with warm smiles and laughter, they were quick to find an answer to any question asked. Unforeseen circumstances kept us staying longer than expected and not... More",1
"Great hotel in Rochester. Its well located right next to Costco, near the city center so if you visit the Mayo clinic you can not go wrong with this hotel. People are friendly and there are lots of parking. The wifi if fast. had no problems. It was clean, beds very comfortable. Breakfast was good, everything fresh! I will stay... More",1
I was really happy with my experience at this hotel! I stayed here for a weekend in August. The room was nice and extremely clean. The staff was incredibly friendly. I loved the bathroom and it had a great shower. Right outside the hotel is a stop for the streetcar so its in a great location too. Absolutely no complaints... More,1
The bed was not comfortable. The shower was nice,1
"I was impressed with this property. The staff was friendly and the rooms were clean. Location was very convenient to many restaurants and attractions. I would recommend this property to anyone wanting to check out downtown Chattanooga. The only downside was the parking garage, it was a little inconvenient when carrying luggage.",1
We stayed for the weekend and made trips back and forth to the beach. It's about a 20 minute drive to the beach but we didn't run into any traffic. The continental breakfast was great! The hotel staff was great! Definitely would stay again!,1
"I stayed here for one night. I was not able to check in right at 3 pm so I had to leave and come back. The young lady at the front desk was pleasant enough. The room was decent, although the bath towels smelled like cigarette smoke. I did see the cleaning staff outside the rooms with their carts smoking cigarettes. At times some of the guest were a bit loud and you could here them, but it didn't bother me enough to complain. The location was good for where I needed to go. Ok place to stay for a night OR 2 but I wouldnt do more than that.",0
"Enjoyed the stay. Your crew is excellent, in spite of the power outage. Your Happy Hour is very happy, excellent service. The catering company is doing a very nice job of making everybody happy. The front end staff is doing a very good job, the wake-up computer needs to be checked out. The 11:15 PM computer generated wake-up call was... More",1
"did not meet my expectations at all! I've stayed with this chain before and was impressed, but not this time! The eggs on the breakfast buffet were inedible and the staff disorganized and not prepared to deal with a crowd. Our room was not cleaned, ever. I had to call for clean towels. We used the hot tub, which wasn't hot, had weak bubbles and had tile missing. We ordered a movie and although the screen said we would be charged 14.99+tax, we were charged 17.99+tax. A complete ripoff!",1
It was awesome they were friendly and the cleaning was above and beyond. Friendly personel exelent location. Exeptional overall value. I'll be back!!!!,1
"We love Drury Inns and were pleased with our stay in Atlanta. The staff was friendly and the rooms were clean, and spacious. Breakfast, though crowded this day, was good and well stocked. One employee was even helping people make waffles. We were also pleased that we could park for up to 7 days for free (subject to available space). We only had to fill out a form, which did clearly state that the hotel is not liable for any damages. That seemed fair enough, and we had no problems with our car while it was parked at the hotel for 3 nights. The location was very convenient to the airport (right off I-85) and the free shuttle service brought us right back to the hotel in minutes.",1
I went into the dark room and the lights did nothing to brighten it up. Also when I drove up I thought the place was deserted and shut down. I turned around and left...even though I was losing over 100.,0
room layout is very ideal as kids slept on pullout and we had separated king bed. tv swivels both ways!,1
The internet was broke for one night The staff were not helpful and almost rude The toilet also borke Totally not good experience,0
"I LOVE this hotel... I've been traveling to Atlanta for work recently and it is uber convenient for me in a lovely neighborhood. But more than that, I feel super welcome and comfortable here. The staff is lovely and friendly and helpful. On my last stay I had a minor issue and got a personal email from manager apologizing- they... More",1
"We had a great time. Everyone was friendly. That being said, breakfast was cold and the eggs were fake. Coffee was good thoigh. Also we could not control the temperature of the room. Room was clean and spacious. Location was excellent!",1
"This motel is definitely not a 3* resort so make sure you know that before booking a room at the Baymont Inn and Suites. The place is pretty shabby and rundown. The room I had needed to be updated -as the sheets were dingy, and the bathtub was old and rusty. The breakfast was so nasty that I had to... More",0
"I was looking for a (relatively) inexpensive place to stay for a week long course. The hotel was conveniently located for me. It has excellent beach access. Rooms are small with some inconveniences, but adequate. Parking spaces are way too narrow. You can park entirely within the marked lines and still have trouble getting into and out of your car. Overall it met my needs, and I would certainly consider staying there again.",1
"We had no choice but to stay here when a tornado hit the area and most of Vineland was without power. They charged us 190 for one night, wouldn't accept my AAA card and after leaving, we found out, we had been charged for 4 cats (which we don't own) and for another person. It was only my husband and... More",0
Very nice hotel in the center of Midtown. The rooms are nice with great views. The doorman was very accommodating and the housekeeping staff went out of their way to help with our special requests. Will be back!,1
"It was a good place to stay. Staff was friendly. Hotel seems a bit run down but the proximity to attractions and restaurants was convenient. My husband and I cleaned the room, as it was not quite clean as we wanted it to be. There was a microwave and fridge in the room which was not mentioned in the room... More",1
"This is probably the cheapest dim sum restaurant in SGV. When I say cheapest, not just the price but the portion of the dishes. You really get your moneys worth. Like their baked BBQ pork buns, three huge ones on one plate! Everything is decent in size. Get there early, like around 11AM or later after the lunch rush. Don't... More",1
"If you love trains you will be able to hear them all night long as they blare their horn and roar past the motel! If you're a fan of thin pillows and rock hard beds you are home. On a positive note, the room was clean and the towels were soft. NOT worth 60!",0
"We were smelling cigarette smoke in our room and proceeded to open both windows and the door. It really didn't help so we went into the hall and determined it must be coming from the room across from us and into the vents. We called the desk, they sent a man up, and he said he could not knock on... More",0
Location of the Quality Inn facilitates easy access to other parts of the island while still within easy walking distance of downtown Bar Harbor. Reasonable rates in a dated but clean facility. Free breakfast is good but in a separate building.,1
Overall miserable experience. Front desk was very unresponsive from start to finish at this Hilton location. Manager had a very confrontational attitude and certainly does not treat her guest like I am accustom at other higher end Hilton properties. She certainly makes it clear your word isn't good enough unless she can see the messed up room details for herself.... More,0
"As a regular Best Western guest, there comes a time to also comment on just plain helpful and good people, not just the room. The review is about the front desk clerk, who assisted us in our struggle to find directions at 1 in the morning....to the Philadelphia Airport. I regret I do not have his name, but he was... More",1
This hotel is located close to I20 and has a staff that goes out of their way to please the guests. This was especially true of Mr. Terry who handled the breakfast area and was truly concerned about your enjoyment and satisfaction. The only negative is that hallway carpeting is stretched and somewhat lumpy. Some paint touch up in the... More,1
2 night stay for business/recreation trip. Had a small problem with security in the parking lot but it was handled expertly.,1
"Have stayed at quite a few of the Hyatt House/Place brand hotels. EAch has a nice sized room, divided up, make it very convenient if sleeping schedules are the same. Nice TV, everything was in the room as needed. A great stay!",1
Noisy,0
"Me parecio un excelente hotel, a pesar de estar lejos de Washington es muy facil llegar alli, el shuttle te lleva a la estacion del tren y en 20 minutos estas en el centro de Washington, el personal es muy amable y aunque no todos hablan ingles hacen lo posible por entender y hacerse entender. El senor del shuttle habla espanol y es muy amable. El desayuno es agradable y variado. En general es un hotel recomendado para pasar unos dias, descansar y visitar la ciudad.",1
Not particularly clean. Bathrooms very small with small toilets. Front desk clerk very polite. no elevators. Breakfast was decent. No elevators. Repairs needed.,0
"The Suncoast Hotel and Casino has become our home away from home. We are treated like family on our return visits. It's nice to see familiar faces the casino staff and restaurant staff. We especially enjoy the Oyster Bar Restaurant. The hotel rooms are beautiful, comfortable, clean, and roomy. The golf course and mountain views are beautiful while having breakfast. We always rent a car to visit some of our favorite places. Enterprise rent a car is right up the road they pick you up at the hotel and drop you off when you are done with the car. The distance between the strip and downtown is REALLY not a problem. The location and atmosphere is laid back away from the hustle and bustle of the strip and there is a Cheesecake Factory across the street where we always visit at least once while we are there. All in all, if you visit Las Vegas to relax and do some casual gambling, this is a gem of a place to stay. We would highly recommend the Suncoast, but rent a car if you want to check out the rest of the city......Aloha!",1
"Very helpful knowledgable staff. Great location, poor wifi.",1
Very nice facility. Very good breakfast. Room comfortable. Several non-smoking rooms had stale tobacco smell. The location was a bit distance from Farmington and facilities such as the Pinon Hills Golf course.,1
Came out here to see my friends band play at the flats just across the street from Aloft! The hotel is in a great location! Great food all around and walking distance. Cool view of some huge bridge! Right next to the water (always stoked when I'm near water!) Rooms were clean and very modern! Great place to stay! Would... More,1
"This Hampton Inn is new and well-appointed, and seems to be a popular choice for people touring wineries, as our group was. There was a little street noise in my room, but tolerable.The staff were uniformly pleasant and helpful, from front desk to housekeeping.Breakfast is of the standard you would expect for this type of hotel, with some reasonable choices and slight changes from day to day.It is not located in the center of Napa, so to go to most restaurants, you need a car.",1
"Ok place to stay but nexr time i'm in Morro Bay i will definitely look for someplace else. There was no phone in the room, no extra toilet paper, no clean washcloths the second and third days.",1
"Spent two nights here and it was a clean, nice hotel with a super selection for breakfast and very good wif-fi. The room was big, clean and very comfy and quiet. Only problem was the air conditioner. It did not have a continuous fan button on it, although the guy at the front desk upon check out insisted it had... More",1
"Bad: Darkness of room in Daylight. Good: Great simple breakfast and location for South Beach, pleasant approachable Host",1
"The staff was very polite from check in to check out. The room was well above the value one would get at some of the other facilities in the area. The room was very clean, substantial space and easy to get to. If I needed to stop again I wouldn't even bother with any of the other options in the... More",1
Definitely went above and beyond for our occasion. Even sent up a special dessert. We have many fond memories of staying when it was the Hyatt and was not disappointed. Great job. Especially at check in..our clerk was amazing. He made all details of our stay comfortable. Thanks.,1
"Enjoyed the beds and pillows. Very comfortable and slept very well. Multiple update work going on so look forward to an even better experience next visit. Wireless worked very well, my son played online MMO game with no complaints.",1
I love this place when the room rates are reasonable. The entire property is very upscale and the rooms are very spacious. This hotel makes you feel like you are on vacation while you are doing business. There is a terrific bar including outdoor seating when the weather cooperates. There are also several very good restaurants just outside the back... More,1
"I stay here on business and am never disappointed. Friendly and courteous staff, clean rooms, good breakfast to start the day. The shuttle can take you to the Blue Line to take you to downtown Charlotte so you don't have to worry about parking downtown.",1
Needed a bed that was supportive not lumpy. Too much constru tion noise outside. Need to go around building not to have to climb steps to get to room.,1
"Tripadvisor friends, We had a family reunion in this town. Need like 5 rooms. They were HUGE. one of them had 4 double beds. so 8 people were in that room. We had a kitchenette room. It had a huge front room to it. I had 20 people in that room talking. They gave is a great price. Autumn Was... More",1
We stayed in this hotel for 5 nights from 28dec15 to 02Jan16. The room is nice and comfortable and the reception is friendly. The service from the cafe staffs were exceptional good too. Location is near a monorail which make it v accessible and its at the end of the strip which allowed us for a quiet drama-free rest. The... More,1
Nice hotel and convenient,1
"It's a shame that I didn't do more research as far as the definition of a hunters hotel . It kind of ruins my Outlook on the town of Benkleman,Ne. Which has more good people than bad but do the loud,drunk,yelling,screaming so called hunters need to be located at this hotel Not worth the stay beware anyone wanting... More",0
Bad: No accessible HDMI port on TV. Good: Convenient airport access.,1
"this beautiful hotel was as quiet, comfortable, charming and accommodating as it was beautiful. the room was all of these things and felt like a home away from home.",1
"My son got accepted to Stanford University so we went to the admit weekend!. This location is a bit far from the school, besides paying 5usd for toll, and the rush hour traffic, it was pretty good, and the sites on the way made it worth it!",1
"I haven't been so thrilled with a hotel stay in a long long time. From start to finish, the folks here couldn't be kinder. Malcom at the front desk was amazing -- his check in and check out was perfect -- welcoming and inviting. And Caroline at breakfast -- she was amazing. I wanted to bring her home with me.... More",1
It was wonderful.,1
Was there for the weekend and loved the place. My room was very clean and housekeeping did a great job. The Hotel is close to everything. The staff is very friendly and always willing to help. Will be staying there again,1
Stopped in at the last minute one night as we were traveling through the area. We could not have been more pleased! The room was super clean and comfortable. The staff was very pleasant and accommodating. Continental breakfast was hot and just enough before we continued on or way!,1
the Ramada is a great place to stay away from home. I travel for work and need a clean and affordable place to sleep. I bring my wife when we come to Naples because of the clean and quiet settings .. I will always stay here when I come for work or relaxation. Karl the Chairman 561-596-5165,1
This Holiday Inn Express was in the perfect location for our needs on a recent Montana trip. The staff were very friendly and took care of our needs. The breakfast in the moring is your standard Holiday Inn Express breakfast that always gives you a good start to the day. The rooms were very clean and tidy. I would not... More,1
"I've stayed at the Comfort Inn for several years while attending the RVIA Expo. For the first few years it was an older version of what it is now. The rooms have been renovated, the carpet is clean and the beds are great! I'm picky about beds and these are better than some of much higher priced hotels I've stayed... More",1
"Booked a combo deal through Southwest, excellent value, very nice hotel. Clean rooms, quite, polite staff. Little smokey in the casino but you can get away from that. The gym was nice and they have a excellent restaurant Javier's a must go to place. Rooms are also fully automated, very cool.",1
"My wife and I stayed at the Virginian Suites for 8 days in October. Overall, it was a very enjoyable stay. The only drawbacks were the lumpy pillows and the dripping bathtub (it was in another room, however, and was not a distraction except when one was in the bathroom). We brought it to the attention of the staff as we checked out and they said they would send someone up to look at it. The hotel setting is lovely - just a short walk to a lovely park and the Iwo Jima memorial in Arlington Cemetary. There are two restaurants within a five minute walk of the hotel and leftovers can easily be kept and reheated in the suite's compact kitchen. There is ample parking on the premises for automobiles and the hotel shuttle makes morning and evening runs to the nearest metro station (which is walkable in a pinch) and will take you to the grocery store as well. The suites are large and comfortable and we will probably use them again if we return to Washington.",1
"Excellent place to stay. Cheryl made our family feel welcomed. Proximity to all the entertainment and fun was absoluty perfect !! Thank you for making our stay that much more enjoyable ! Tony , Bev and Boys",1
Bad: The Additional Charge for stay coverage which was a whopping 300 which was not mentioned at all from the Hotel until I arrived there.... . Good: The Location was great,1
"My stay at the Baymont was awesome. The staff was great, friendly and very courteous. I will definitely stay here again, price was very reasonable. The pool area was clean,rooms clean and big worth the money, no rif raf it was just an awesome stay. This is my hotel to stay in every time I stay in Tampa. Very happy!!!",1
"Came here with friends to attend the Hilly Hundred bike ride. The front desk staff went out of their way to help us, from locking our 2 Tandem bikes in the office Fri night to digging up 8 safety pins for our name bibs. Everyone was very pleased with our rooms - they actually smelled nice without being perfumy -... More",1
"This hotel accommodated multiple family reunions very well. You can't beat the location. It's directly across from the mall, walking distance to several restaurants and minutes drive to others. Yet, you don't have to leave if you don't want to. There's a heavy manager's reception each evening with complimentary adult beverages and a buffet meal: pasta, hotdogs, meatballs, baked potatoes,... More",1
"Lots of activity under way to improve the hotel. They have some new eating places coming in soon. The new Game Place sports bar had great food and drinks. The bartender Angela was friendly and helpful.Rooms are spacious and quiet. Beds were comfortable when you are finally ready to crash. My room was clean and no complaints about maid service,I used the shuttle service to return to the airport and this was a nice savings over a cab or rental car.Downside / upside is that this is a LONG way from the strip. You can walk to a few places. A few gold courses are next door, with Angel Park and Badlands on either side. I would not want to stay here more than two nights without a car to get out more.The players club had ZERO points gifts except in small or medium sizes. How is that possible. F minus. Many employees were friendly and helpful. Room rates were very reasonable compared to the Strip.",1
"This hotel gets the job done. It gives you a place to sleep... that is, unless the staff decide to give your room to someone else, like they did during my stay. Imagine my surprise as I lounged on the bed with my fiance watching TV when someone unlocked our room door and walked in with her luggage! Of course that meant we had to reset our keys. The hotel also gives you a decent breakfast the night after your stay. Unfortunately each of the juice containers dispense juice along with black residue that settles in the bottom of your cup, so you'll probably want to stick with one of the two hot tea options. Try to get a room on the upper floors, as there was a religious concert of some sort complete with electric guitars and full drum set on the bottom floor at 8:30 am Sunday morning. If you're trying to relax in your room after waking up, beware that it might not be that tranquil as the cleaning women yell at each other down the hallway for about 45 mins-1 hr as they clean your floor.",0
Bad: I stayed at this hotel for 2 days..they asked me to pay 100 deposit even though I did not know that I had to spit this money before booking the room I finally agreed and in good faith and i paid I was told that the money will be returned back to my account within 7 working daysand so it was done for 1 month and the money I did not get back.,0
"If you don't mind staying in an old hotel for one night for a low rate, then you won't mind staying here. However, this hotel is something from the 1960s and needs alot of updates. Was clean though.",1
"The hotel was a bit smaller than we thought it would be, but it was perfect for the weekend. Very clean and nicely furnished. Not a bad walk to historic downtown.",1
No problem - complimentary breakfast was ready and waiting for us - found everything satisfactory,1
"The staff was very professional and helpful. The room's are very modern and clean. I was very please with the complimentary continental breakfast of eggs, fruit orange juice french toast and waffles and coffee. I would highly recommend this establishment.",1
I have stayed many times at this hotel over the past 20+ years and prefer it to the others I have tried in New Orleans. I have also recommended it to friends and colleagues who were very pleased. It is somewhat pricey but you will not be disappointed.,1
"Hotel in it self are ok, a little warn down, but lacks parking spaces. It was completely full when I arrived at 21:15.",1
"Nicely renovated, large suite. Clean, roomy and comfortable.",1
Good: When we booked the room the website said breakfast was not included. Upon checking in we were given breakfast vouchers for the next morning.The staff is excellent! Loved our stay here!,1
"Bad: That I couldn't stay longer. Good: The complimemtary continental breakfast on the rooftop was a very nice touch! Good coffee, too!",1
"A great classic hotel with old world charm and character and some great service from all the staff I interacted with. I stayed here for a week and this is one of the best hotels I have stayed in for some time. Large plush, quite rooms, attentive service, a good gym and good food in a handy location near Buckhead.... More",1
"We stayed there for our honeymoon and it was such a great experience. The front desk gave us the mountain view room on 9th floor, which has an awesome view of the Ala Wai canal and the mountain range. They also gave us a complimentary bottle of red wine. The included breakfast has a good array of food. The location... More",1
I had very low expectations about staying in a motel and was blown away by the hospitality and the cleanliness. What a great family place! I will be going back next year. Mary and Rose are the sweetest hosts!,1
"From the beginning to the end of my stay, the hotel staff was extremely accommodating. I would definitely recommend this hotel to anyone.",1
"We've been coming to the Aria Hotel since its grand opening. It's a lovely hotel, but like every hotel in Las Vegas it's highly used. Bedspreads on this visit had questionable stains on them, not freshly replace for our visit. Black mold in the shower area, gross! One of the three pools has changed, they charge 100.00 for lounge chairs... More",0
"The property is in a quiet area with a sister property across the parking lot. It's a nice building with an attentive staff. They were very friendly. The room I had was very nice, clean and quiet and well maintained. I had a very comfortable bed and the usual things that make a room good, in my opinion, were there.... More",1
"When we checked in and proceded up to our room, we went into the room to find they had a maintainence worker still working on something in the bathroom! They had no other rooms available, so they just hurried him up with whatever he was fixing. Tour groups of young adults, who seemed to have no supervision, were allowed to run up and down the hallways and stairs at all hours of the night! They even had ball games they were playing in the halls, and were calling other guests rooms with prank phone calls. When we called down to complain (about 11:00PM), we were told we needed to be patient! This went on every night of the trip, and we were there 8 days!",1
"A good value for travelers. You don't get the premium amenities but the hotel is clean and comfortable. The continental breakfast is rather standard but solid, you shouldn't go hungry. Well located right off the interstate it is convenient. You can't beat it if you're travelling.",1
Room had wall paper and curtain falling down Plus blanket was dirty. Can deal with that but we had no heat and maintenence staff would not be back until the morning. Room was freezing cold. I have pictures if Expedia wants to see them. Remove this hotel from your listing please.,0
Stayed here while we were in in town seeing a show at the Fox. Short drive to the Fox and to the Galleria. Super close to Forest Park. Very clean hotel and friendly staff. Would definitely stay again!,1
Decent hotel. Nothing fancy. Just the basics. Even the casino area is quite small and only has basic games and machines. If you need a clean room to just sleep in. This is the place. If you need excitement. Then this is not the place for you.,1
Bad: No breakfast hall Poor breakfast Unacceptable even hotels 1 star has a hallor space for breakfast. Good: Central hotel Good rooms Very Clean Curtese staff,1
Bad: Size of room. Good: Leaving,1
"Nice location, nice front desk service.",1
"The bathtub had scratches on it that shows black rust. The breakfast ends too early (9:00 a.m.), so if you are coming from a wedding party at 2:30 a.m. you can't sleep enough because you have to rush to have b-fast, and if you have kids you are for sure to miss it! Yet, rooms are spacious, TV is new, internet connection is good, and so is the location. Except from B-fast time and tub condition, I liked it.",1
We have been coming here for years so her daughter can visit the allergy clinic next-door. About four years ago I rated this hotel a five-star with perfect cleanliness. Over the years areas around the pool and other common areas such as the elevator carpet are beginning to show wear. I found myself wiping splash marks of an unknown beverage... More,1
Had a great time on a family trip. Will definitely stay at this hotel again. Convenient to DC and other Virginia towns.,1
Very friendly staff. Room provided ultimate comfort for relaxation.,1
"Stayed here for about four days while in town visiting family. We had a two year old with us, and the check in staff offered him a snack from the gift shop upon check in. They were so accommodating when we requested early check in as well. Our two bedroom suite was very clean and comfortable, and had plenty of... More",1
Bad: The bed/mattress was not as firm as I like. Good: The hotel staff was incredibly attentive and sent us a bottle or Prosseco and chocolate covered strawberries to help celebrate our anniversary. It was such a welcome surprise that really made our stay special. We also appreciated the drink tokens and lounge area with appetizers- made it very comfortable to stay there!,1
"The hotel was new and fresh and loved the fact the old, city, utilities building was repurposed and refreshed. The staff was friendly and everyone helpful. The location was far enough away from the French Quarter to be quiet but still within a 10 minute walk. Class Act all the way!It's great to hear from you and I'm glad you had a fantastic stay at our hotel. Your comments to location and staff are gratefully received and we hope to welcome you back soon.Warm Regards, Ellen LeMaireGeneral Manager",1
"We got a room here after arriving in The Dells without a reservation. It was VERY VERY clean and reasonably priced, but the furnishings were outdated. That certainly doesn't matter as you are not in the Dells to be in your room. It was just my husband and I and we didn't have time for the pool amenities, so I... More",1
"Checked in 10 pm just to sleep for the night and get up in the am, and head back to Hollywood for the day. This hotel is a hot tub time machine...the rooms are extremely dated, stained..the walls are peach and tan colo, gold and cream colored dresser, popcorn ceilings, green tile in the bathroom with tons of stains and... More",1
"Second time stayed here as an overnight stop towards our destination. Room was clean. Friendly's next door. Close to I-95. Typical continental breakfast.....bagels, waffle maker, yogurt, fruit, cereal, etc.",1
"Spoke with someone in the group reservations department about blocking rooms for a wedding was told I'd get a call back with answers to my questions by the end of the day! Up until that point, the person I spoke with was great.. Then thats where the greatness stopped... We're now 2+ weeks later with no call back, I've... More",0
"Empire Towers is a no-frills hotel with pretty decent continental breakfast, standard rooms, and tremendous staff. Pros: the staff was awesome! Can't say anything else! They were helpful and attentive to our needs! Breakfast everyday was great! Can't complain there. Cons: the darn lock on our room kept locking us out and for me no exercise room though it did... More",1
"Stayed at the Oxford a couple times now and it has always delivered. Welcoming staff that always greets you with a smile and asks how they can help. This past weekend our suite was amazing and had the perks of a large balcony and steam room shower with two shower heads, which was perfect after a long day of skiing.... More",1
"My stay here was what I expected. The staff is friendly enough, and the hotel is pretty clean. The parking can be tricky because when I arrived after 6p, it seemed to be pretty full. If you do not have Diamond level status, then you may have to park far away from an entrance/exit. A plus, though, is that there... More",1
"Very nicely decorated in retro fashion. Loved the steamer versus the traditional iron.Very friendly and accommodating staff.Although location is within walking distance to the French Quarter, would not recommend walking late at night. We found ourselves a bit turnaround when walking back from French Quarter. We stopped in at the Emergency Department of Tulane Hospital for directions who advised us that it was not safe to be walking in this area. They called us a cab despite the fare being very short (a few blocks). Thank you for taking a few minutes to share your experience. The comments of our guests are important for others to get a feel of our property and location. Sorry to hear you got turned around, be sure to let our concierge assist you with a map on your next visit.WayneGeneral Manager",1
Took almost twenty minutes to check in says it's a ramada has different brand everywhere carpet in hallway looks like a murder scene. Not happy at all. By the way I will take pic of bathtub check it out. 99.00 rooms. Tried to use the phone from the early 20's but no dial tone.,0
The place is dirty. My daughter and son in law stayed there about a month ago. The place was worn down and in need of a good cleaning. The TVs were old and worn out as well. Most people never stay here twice.,0
"Bad: Nada. Good: Amenities, staff, decor, room",1
Great hotel! I enjoyed the city views from this high rise building.,1
"Older hotel that is in the middle of a commercial business park, stayed for a few days, room was clean and well furnished, walls are a little thin, but that's what you get with an older place. good coffee shop in the lobby, walking distance to Karl Strauss Brew Pub, would stay again.",1
"If you are looking for a nearby hotel your headquarter offices, specially Mercedes Benz, this would be a perfect choice. It has all the needed services, nice restaurant and they offer you a shuttle service to and from office without charge.",1
Comfortable living with kitchen and all other facilities. Ideal for business stay. social hours are great fun with your friends. abundant parking space coupled with good lawns in case you see the sun.,1
My wife and I stayed at the Comfort Suites over Memorial Day weekend and used it as a jumping point for the 4 days we were there. The hotel is easily accessible from 470 which was great because we spent most of our time driving to other areas in the Denver metro or into the mountains. It was not a... More,1
Great hotel. We will be spending New Years Eve there.,1
"This hotel is wonderful. It is away from the hustle and bustle, but is situated nicely. The mall and other restaurants are very close. We even took a 2 hour excursion to St. George Island. We had a ball! Can't wait to go back.",1
Worst motel I've ever went to. Spiders and other bugs in bed. My room smelled like throw up. Their was a knife under the bed but thank god it was just a toy. Beds have stains. Bugs in the shower. Right when I got to get in the shower right when I turned the water on.....brown water came out. You... More,0
"Stopped last minute when traveling thru the area. Room was nice, staff was nice. Breakfast was great, area organized well to accommodate a lot of people. 'Dee' was very nice and was busy working to keep everything filled up, clean..asked if she could help or pick up trash. Nice experience.",1
"Bad: Rooms felt old. We had a reservation for 4 but not the towels, cups etc for 4. Hair dryer was weak and insufficient. Bathroom counter were way too low and came to my lower thigh. Killed my back. Brushing teeth, shaving etc. Decor was showing its age. Good: Location near the commons was good. There's a small playground nearby which is good for those with youmg kids.",1
Poker room really great management very friendly and helpful. Many choices of food so it is not boring. Plenty of activities gaming plenty of choices We played in a slot Tournament won some money The resort always have nice offers to play and stay we had a really good time,1
Location is unsafe and hotel looks pretty old. I used to stay at Best Western but I do not recommend anyone to stay here.,0
"The Modern is a great place to stay in Boise, especially for someone who values the small and personal. It's walking distance to downtown and a mere stroll to a great brewery and a few taprooms. The fantastic Big City Coffee is practically next door and it has it's own bar that offers some amazing drinks. A lovely place to... More",1
"Good: the dcor, the cleanliness, the comfortable bed and the location!",1
Good: The continental breakfast didn't disappoint. Staff were friendly and the location was perfect!,1
My husband and I enjoyed our stay here. The staff is very friendly and the rooms are very nice. They have a kitchen that helps to save on eating out. They have a bedroom separate from the main living area. We would absolutely recommend this hotel and we will be back. Thank you for helping make this a very enjoyable... More,1
"Rooms were fine, breakfast was fair and reservation were a disaster. Poorly trained reservationist, said room would cost one thing and said he'd call me back after specking with management for rate. He didn't. I called back the next day he quoted me higher rate...said rate had been approved. After fighting for it, an adjustment was made.",0
"This hotel was fully adequate for our family. It was nothing fancy but it was absolutely fine for what it was. It's set in the middle of a million other hotels with a Target and Starbucks nearby. Good proximity to various attractions including Disneyland, and Chapman University. Quiet, convenient.",1
"The staff went over and above to make sure our Volleyball team was well taken care of. Its a perfect location Downtown and walking distance to everything....Restaurants, Gonzaga, Convention Center and Park",1
"I agree with other reviewers that the staff was very helpful and friendly. Krystal was particularly attentive during the evening reception when it came to food, beverages and finding the playoff baseball game on TV. I also liked the breakfast selection, especially the pre-made biscuit sandwiches. The hotel appears to be a remodeled apartment complex. I had the 2-bedroom loft... More",1
"Good location for National Airport, but very pricey. Hotel very nicely maintained. A bit of road noise.The 'Manager's Reception' features plenty of drinks, and some food, but not really dinner. Good exercise room. Breakfasts are excellent, but start at 6 so not good for very early flights. Watch out for all the kids. The place was overrun with them when I was there.",1
"We had a 15 night stay and this was perfect. There was great restaurants nearby and the kitchenette is great to make things in your room and save on meals. The staff was very accomodating and supported any requests that we made. PArticularly when we needed an extra night and they were oversold. Aric was a gem constantly checking on how we were doing when he saw us on the property and assisting with some printing needs when the lobby printer was tied up and I needed to get some things mailed ASAP. I definately recommend this hotel if you are going to Disney or looking to attend an Angels game.Dear Valued Guest,Thank you so much for your wonderful review. I am so glad to hear that we were able to accommodate you and your family.Hope to see you again on your next trip to Anaheim.Hospitably,Greg WilliamsGeneral Manager",1
"i have stayed in this hotel many times due to working in okc. Staff is very friendly and rooms are clean. I would recommend anybody that likes to stay in a clean, and reasonable price hotel. Breakfast is good as well.",1
"Dirty hotel room floor, the room was inside the building with the windows overlooking the hall and the rooms across the hall (how is this not a fire hazard!!!). The breakfast was cold, self-served a la carte in a dirty hall. Parking structure overcrowded. Awesome location.",0
"Clean rooms, wonderfully comfortable bed. It is nice to have a microwave and a frig in the room. Nice pool. Fitness room pretty basic, but at least had a stationary bike and treadmills. Very good breakfast. Check-in and check-out very efficient. Staff very helpful regarding any requests we made. Have stayed here many times as our daughter is at the... More",1
"Nice place to stay, neat and staff are very homely, corteous, helpful so much so that you dont want to leave. Close to a big Target store for easy shopping. Easy transportation to any part of the city.",1
Good breakfast. Very convenient to Dollywood.,1
Everyone was very nice and helpful.,1
We stayed at the hotel for the Army-Navy weekend. It was a WONDERFUL stay. The rooms were great- large- kitchen area with huge living room and a very comfortable bed. It was just one block from the Inner Harbor. The staff was outstanding!!! They were very helpful in answering any questions and gave very helpful suggestions for restaurants. We would definitely stay there any time we go back to Baltimore and the Inner Harbor.,1
A nice hotel. Overall nice people. No free breakfast as a Hilton Honors Diamond Member. Received a whopping 750 points total for not receiving 4 days of free breakfast. Nice gym. Nice pool. Clean room.,1
"Stayed here since I was travelling alone and looking for decent rate. I paid about half the cost of the other newer motel options available at this I-40 exit. The pluses: Nice friendly staff, decent breakfast, reasonable cost, quiet. The negatives: Older property and furniture, poor room lighting, mediocre bedding and towels. I would stay here again if travelling alone.... More",1
Bad: Floor to ceiling see through glass in bathroom. Good: Large floor to ceiling windows overlooking downtown. Chic design.,1
