label,sentence
1,"Replaced my Nexus Player with this. Much snappier and better network connections (mostly due to the wired ethernet). Have yet to try it on the 4K TV, but it's very easy to use and works well with Netflix and Plex."
1,I love the Amazon Echo. Can use it for a lot of stuff. Love it.
1,LOVE BEING ABLE TO MAKE SPECIFIC PROFILES FOR MY CHILDREN
1,I purchased the tablet for my mother in law to use to read ebooks and play online games. It was very user friendly and a great price and product for our needs.
1,"These are great tablets for anyone wanting to get into the tablet game. A friendly UI for just about anyone. Not to mention, for the price and being able to add an SD card for additional memory, makes this a great tablet."
1,"This was a graduation gift to my son, who is going to the 6th grade! He loves it, and so do I! He had a Samsung galaxy Tab and he loves the speed of the Kindle tablet!"
1,"4K, quad core, 4GB ram, USB and MicroSD, voice remote...this box is a monster. Bonus if you are part of the Amazon Prime world...if not, still get one, it runs circles around AppleTV. Plus, these can be modded, if you are savvy enough."
1,We are enjoying our TV with the surround system. The picture is great as you can see detail's in people and back ground we didn't notices before. We need to get a new dish receiver to move the TV to its new location were we will be wireless.
0,This Tab is not for grown ups... neither for work nor for entertainment... the Amazon Fire OS has a long way to go..!!
1,This is the second one I have Purchased. I purchased the 16 MB version for less than 50.00. As long as you understand it is an Amazon product it a darn good Tablet for the money
1,"Alexa is amazing. Music is easy to get, either from Amazon or Pandora. Alexa easily understands commands. Wish others in my family responded as well as she does."
1,This product is easy to use and is better than any tv service u could get
1,This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.
1,It's good for small children. They cannot get to setting too easily
1,A great e-reader have had no problems with it at all.
1,"Compared to previous generation kindle, this one is much user friendly and overall a good ereader."
1,Needed something smaller than a laptop to carry around. This is perfect.
1,This small tablet packs a lot of power. I can use it for many tasks including checking email and paying bills.
1,With the outdoor antenna and Fire stick - we were able to get rid of our Direct TV.
1,Loved it... great for streaming movies and tv shows. bought several of them for family and friends.
1,Great bargain for money. Easy to read in sunlight and while laying in bed.
1,Brought this for my daughter and it's been a life saver!!! I love that it already comes with the pink bumper it's perfect for her!! Set up was also a breeze!!! I'm very pleased with this purchase.
0,"A reader, but the processor is not fast, react slowly"
1,"I purchased a Echo for home so added a Tap for my office at work, so I can chat with Alexa at work and my main reason was for a decent BT speaker for my office. This has great sound streaming my Prime music and XM vis the XM app. Can't go wrong. Quality music and Alexa when I need some help with spelling hard word's, she getting smart. Pick one up. You have a woman to talk to when the wife is out."
0,"Bought this an an auxiliary pad instead of a second iPad, which I have had for years. So, far, other than reading books on it I haven't been able to accomplish much. Most of the apps I use on my iPad don't have a compatible version. But, it was cheap, so even as just an e-reader I decided to keep it."
1,We've had three of these Kindles. They are well built and you can't get the quality in a tablet from any other manufacturer. Amazon has great support with them.
1,Really like this tablet. It's easy to navigate and use.
1,"Tablet needs an extra storage card quickly if kids are downloading games, but otherwise it is a very good buy for kids that have never had a tablet before."
1,I love the kindle. My kids love playing their Disney movies on it. They also have a ton of games we downloaded for free. I highly recommend!
1,we love our fire tv. we highly recommend fire tv so much we cancelled our cable!
1,"The person I bought this for really loved the product, it was compact enough to carry to the beach, yet large enough to read from. The price when purchased was amazing and you can't beat it for speed and ease of using."
1,Love this amazon did a great job with design for it
1,"New to streaming tv, but Amazon offers many good channels and features. Easy to set up and use."
1,Good gift for my grandchild. She loves it. I'm a little unhappy with the navigation of the tablet from exiting a screen to return to the home screen. Especially when wanting to exit a game or video screen.
1,Love it. Purchased a second device for upstairs and downstairs. Good buy!
1,Bought this as a gift for my 7 year old niece and she loves it! It's entertaining and easy enough for her to navigate through!
1,I bought the tablet black Friday. Best buy had the same price as amazon. So I got it. The tablet was a gift for someone else. the recipient to this day insists that I should have gotten one for myself.
1,Nice tablets to take on the go!!! Also great for reading books.
0,"This is a competent tablet at a bargain price. Unfortunately it is crippled by a useless operating system. Amazon's take on Android essentially removes all functionality that makes Android great, to force you to use their services and apps INSTEAD of Google's.If you're a tinkerer or don't mind doing some software hacking, this is a pretty easy fix. You can hack Google's apps and services back into it, resulting in an amazing, and amazingly cheap Android tablet.Unless you're willing to do, or hire someone to do, those software modifications, you'll probably be disappointed. If you are, it'll be the best cheap tablet you'll ever own.It looks like it might be great for kids, even in its stock state. I don't have kids, so I could not test that. But I added a star for that possibility.Unmodified: 2 starsModified: 5 stars"
1,"This item is a deal at $49. Does everything you need for simple Internet browsing, email, social media and also takes great pictures!"
1,"Bought for my niece's 6th birthday, and it was her favorite gift. She really enjoys it."
1,"I had one of the original Kindles and gave it to my daughter when I got an iPad. As much as I love my iPad, it's not ideal as an E-reader. After a trip or two this summer to the beach with a good old fashioned paperback, I figured I'd try out the New Kindle Paperwhite. I'm so glad I did! It is small, lightweight, and holds a charge for days! I love it, and have been reading book after book since my purchase."
1,Bought this for my son who enjoys watching videos and listening to music. Good quality tablet and good screen.
1,Purchased for 10 and 8 yr old for xmas. They loved them. Excellent price as well. PErfect for this age group without buying a child tablet
1,"Definitely has nice features, however, I prefer the navigation on the Apple TV."
1,"I purchased three of these. One as an upgrade to my old Kindle and two for Xmas gifts. The battery life seems short, but otherwise I have no issues. I used it primarily for reading on the train and browsing the internet."
0,volume is a problem we have to take off the protective case for it to sound clear.
1,Needed to upgrade from the fire stick as it was too slow and dying from at least a years worth of being used
1,"I bought this for my Mom for Christmas, she is not tech savvy and she loves it and is able to slowly figure it out."
1,We really enjoy our Alexa. I always have it for music. Lately we been movie times. The kids like to ask it silly questions and they can't get enough of it
1,"Purchased for my 3yr old to play games and watch movies . Obviously with a little help, but the durability of this product is hands down great . It's not going to break that easy ! Plenty of memory and picture quality is good ."
1,Fantastic Excellent Purchase. Definitely buy another!
1,Bought the Kindle Fire for my granddaughter. She saw the one I purchased for another granddaughter and asked for one for her birthday. I like that it's much more than just a reader.
1,"I had Microsoft Surface, unfortunately daughter dropped and cracked screen so needed a new tablet. Since went back to laptop for work didn't need another Surface. Settled on 8"" Kindle HD over Samsung and IPad mini due to value. I only use for social networks, email, games, internet search, and occasional viewing of videos. This is a good basic tablet that can handle this no problem with a good wifi connection. Great value as I paid under $100 during the holidays and it has been as good as my Surface for these basic uses."
1,Excellent TV box that brings you all the latest shows from Amazon and other venues..superfast with 4k
1,Bought for my granddaughter she loves it. She is starting her first series
1,"Love this product! I bought 1 about 6 weeks ago and quickly knew this was my favorite new ""gadget"". So when the discount was offered, I snatched up another one!"
1,Once the tap was able to be activated by voice I started to have some interest. Having said that I notice I do use the 'Tap' button when I have it in my hand. We use it mostly outside and by our hot tub. Took is on vacation this last week and use it at the beach using cell phone as an access point.
1,"I like this tablet, great features and functionality for a good price."
1,This is some advanced ass technology.
1,"My wife was using her iPhone 6 Plus for reading at night, but she is absolutely loving the Kindle Paperwhite!!"
1,Got for my grand sons for Christmas and they had a blast. Uploaded favorite games and loloaded music.
1,Great price works great I have no complaints about the product I would recommend to any one that loves kindle
1,See above review summary Bought for my Grandkids and they love watching TV on it learning how to use. You should see their faces when the TV came on with Mickey on it.
1,My husband and I purchased 3 of these for each of our kiddos and to say they're a hit would be a massive understatement. And the parental controls on these are awesome. We love our new Fires!!
0,"I didn't expect a lot at this price, but I also did not expect both of my tablets to be riddled with dead/stuck pixels right out of the box. I have a third arriving in the mail and am just praying that I am at least good for 1/3. Waiting on its arrival before doing the trip for return/replacement just in case that one needs to go as well. Maybe just bad luck, but definitely worth noting for anyone who may also be inconvenienced by having to do a return.Everything else seems good though when you can look past the display issues, but may be worth waiting until these defective lots have been disbursed and the issues have been corrected.I am sure if you don't have these display issues that the product deserves more than 2 stars, but if you can see things from my perspective it is kind of difficult to recommend this to anyone for the time being. If the display did not have these pixel issues I could see this easily being a 4 Star recommendation. If you do a little research you will see that there are definitely some lot numbers that are more problematic than others, so this is not just a rare incident. If it is for you and you plan to grab one from a brick and mortar location, do yourself a favor and just boot it up before you drive home. :)"
1,"I own two Amazon fire tablets with this one being the same as owned.. My sister in law wanted a tablet and since I owned one just like this one I figured it to be a good buy.. She just loves it, she is able to do her scheduling, read books and watch her news programs.. It's a great Alertanative to an iPad... great price and just as powerful for a lot less cost.."
1,Purchased this tablet for a 9 yr old and it's perfect. Easy to use and very durable. He is very happy.
1,"Gave it as a gift, and they loved it. It's perfect for anyone"
1,"The functionality of the speaker is great, sound is good."
0,This table is realy nice for starters. This table have lots off free apps. It's easy to use and u can put in an sd card for more space.
1,Love it! And I don't even know all the bells and whistles yet! Would definitely recommend!! Learn something new about it every day!
1,So much fun but still have a lot to learn about Alexa. A friend of mine loved it so much she also bought one .
1,Love my echo and so does my 9yr old! He has more experience with it lol but the volume has so much clarity and Alexa understands everything you say
1,Best buy had this product when no one else did. Ok
1,Great product especially for the price! It exceeds my expectations and then some.
1,"I like the tablet for basic use, but definitely enough for any kid"
1,I am no longer sitting alone in the basement watching Netflix using the kid's Xbox connection. I can watch Netflix upstairs and still remain somewhat involved in what the rest of the family is doing!
1,"My family and i love it,its now a member of our family."
0,"When my husband and I bought our Kindle Fire 8, we went to Best Buy and asked questions as best we could. There are programs we apparently need to put create and edit documents and spreadsheets!! We did ask if it had those features and was told yes but I think we need to have a special app. Why isn't there a manual or step by step guide on getting the most use out of Kindle Fire 8. Can I get it online? Kindle Fire 8 fun to use but needs more info for customers. Can we go to a class at Best Buy? Thanks for any help."
1,"Simple, easy to use. Keep all the tv apps in one place"
1,Alexa is phenomenal. Intuitive and witty. A must have.
1,Super fast response. Cool remote. Great menus and navigation
1,"I was hesitant to buy, thinking the tablet would not be very good, but for the price of $49.99, it's been great for my teenage niece. She uses it to watch movies, FB, You Tube, and web."
1,Bought this for a 5 yr old to showcase all her photos. She loves it
0,The fire is a good product for its price. We bought it for travel and it worked like we wanted it to. The volume was lacking though. Trying to listen to a movie an the plane was very difficult.
1,excedes my expections is easy to use and Amazon sends me e-mails keeping me informed of things that Echo can do which i find very helpful
1,Purchased it to watch/stream movies and tv shows on Amazon. Wish I would had bought the 4K fire stick. This is still a good stick!
1,Bought it for my husband and he loves it. This is perfect for what he wanted it for.
1,Great price for the product you receive. Great way to cut cable bill.
1,"The Echo hub is slick and very easy to set up. The built in mic and speaker are very good. Alexa voice service is totally awesome! A nice perk is that you have access to over a million songs if you are an Amazon Prime member, otherwise you can use any of the other popular music apps."
1,Would buy again. First tablet. Having the time of my life with it.
1,"Great Xmas gift, every one loved it. It came within 2 days of ordering.. I should have ordered one for myself."
1,Great product. Easy to read on without feeling like you're staring at a computer screen. No glare at all no matter where I am. Very easy to hold whether reading sitting or laying down. Highly recommended!
1,"Light weight, adjustable brightness, no glare, long battery life.This is a great way to read a book!"
1,Good tablet for kids. Can use for gaming and school work
1,Overall - good quality for the cost. Ease of use; functionality is beneficial and allows for great entertainment.
1,Ordered a white Echo. Made a great house warming gift.
1,I've had kindles for years and this latest one is also right up at the top
1,I love Amazon Echo with Alexa. It can answer any question. The only downside is that it cannot play ITunes music. I'm hoping Amazon will change that in the near future.
1,great price and great birthday gift for my son.no complaints so far. my son & his sister enjoy playing games and watching videos.
1,Best tablet on the market for the price without a doubt
1,This is really an awesome and useful gadget. Even our four-year-old has learned how to use it effectively. And each week I get an email describing new apps and benefits on it. I can't wait to see what comes out next week.
1,This is one of the best box out there in the market. I purchase many different boxes but this is far suppirior quality then others. Good value for the money. Only complain about price should be more compitetive otherwise you will not be disappointed.
0,"My view comes from being only a IPad user. And my purchase purpose was for a very young granddaughter whose sole purpose right now is to steal my Ipad to watch YouTube cartoons, and she operates it very well.I'm giving this 3 stars because I'm returning this in less than 24 hours. So I didn't give this much of a chance. First it seems it REALLY wants you to sign up for Amazon Free Time ($4.99 month). Guessing my experience would be a whole lot smoother if I did that.So created the child profile on the tablet, moved the YouTube app to the profile. Opened the app and got selections for Popular, Music, Movies etc... Could not locate a ""search"" feature. After repeated tapping, got Music to open. Only to get a warning that ""this content is restricted in the Amazon Free Time app"". What? So I have to join to unlock YouTube? I'm technically savy so the fact that I was frustrated didn't bear well for the granddaughter. Maybe there was another way around this but I didn't look. Should not have to.Couple this with the random ads for games, Amazon Prime, etc that pops up and that was enough for me. So going back to get a Windows tablet where you click on the YouTube app you get what you are expecting without restrictions. For the $49.99 price I had to try this. But not for me."
1,"This is the 3rd Kindle we have purchased and they keep getting a little nicer with each version. The light on this one is a really nice feature. The battery life is better, the page turning options are better, it is lighter... there are just a lot of nice little improvements. If you like to read in an electronic format I cannot imagine disliking the Kindle."
1,It's the best and closest you will get to a book but I still miss that feel of holding a book.
1,"Build quality-- very impressive, this is not a cheap feeling device. it has a nice weight, and is very solid feeling."
1,"Kindle paper white is a fantastic e-reader. It has great contrast, is easy on the eyes, and the backlight is just right for reading in darker environments."
1,"Love it, take it with me everywhere, Not all of us are computer/technical savvy. Need better written, printable instructions on how to use. Step 1, step 2, etc."
1,Thanks for making the purchase easy The product is good
1,This is my second one because my first froze up and stopped working.
1,Great price for the tablet. My granddaughters love it.
1,Great price! Got it for my kid for Christmas. He loves it! He plays games on it and streams Netflix with ease!
1,"The Fire Tv is fast and reliable. With the ease of setup and expandability of this product, it's a no brainer BUY!"
1,"G'kids came over early for Christmas, ages 7 and 10. They opened basketball hoop and backboard, a camera, Lego toys BUT they went ""CRAZY"" when they opened the ""FIRE"" tablets. By the time they went home they had already downloaded game apps to play. Thanks for a great Christmas ..."
1,Alexa is a great gadget. She is fun and can be very helpful. A great companion
1,can't beat the price on this great starter tablet. purchase this as a gift. many happy hours of use by recipient.
0,This Tablet anonymous me so much simple apps like You Tube are a hassle to get and unless you know about .apk you are lost. Great for readers and simple web surfing. I do like the free games from underground. My unit arrived damage. Amazon replacing let's see how that goes.
1,"All I have to do is speak, and I have music and news. It keeps me company."
1,The Amazon tap I like other then I wish you could just say her name and she would respond. Sounds great when playing music
1,Android unfortunately always is buggy and whether its nexus or amazon they have the task of cleaning up the bugs and unlike some people I am not complaining. The bugs will be fixed soon just like the first one. Anyways...this device is giving more everything at the same price. Thanks Amazon
1,"Picked this up for only $35 during BF sale. Functions smoothly and I can't find any other knock off tablets in this price range that is as smooth. Bought this for my 7 yr old to play games, stream media and such. It gives me relief that I won't be losing hundreds of dollars if she breaks it. It is cheap enough to replace if it happens."
1,"Bought this Tablet around Christmas Holiday, easy set-up, download apps, & can download e-books, great for under $100. Highly recommend to pick this up!"
1,"Got this for my 15 year old who swore she wouldn't use any tablet. To her suprise not mine she loves it. She can listen to music, watch videos, and play games any where in the house. I got this on Black Friday for $35 so it was practically free but even at the full price of $50 it is well below the average price of all knock off tablets."
1,I like the new kindle I purchased. I like the home screen better than older versions.
1,I like the unit but battery seems to run down more quickly that my previous Fire. Also gets warm while charging.
1,"I got in on the initial deal with DirecTV Now and after the frustration of dealing with the Apple TV I received for free with the service, I tried this box. What a difference. It streams 4K (yes I have a 4K TV) and performs everything fast. It also has all of the services I use. Forget the Apple junk and pick this up!"
1,Overall this tablet is great. Feels great in your hand(s). In my opinion it'd be great for a light user or a child.
1,These amazon kindle started off great and are only getting better. I really enjoy all the new features the new ones have.
1,"Good for reading!Price ($90) is good, e-ink is good for reading."
1,Easy setup with android. I have Amazon prime. Great with music.
1,"My husband got one for his birthday and I'm the one that uses it the most, I have it paired to my spotify and I just ask Alexa for a song and she plays it for me. I get daily news, weather and I can shop on Amazon. Its awesome"
1,"Great item, I can say it feel just like working with an iPad. Picture, sound, size and touch are very sweet."
1,"I bought 2, hardest part was going from iOS to learning to use the kindle fire. My daughter and brother love it!"
1,my son loves it and is easy to use and has parental controls so he can't buy stuff without permission
1,"Excellent bargain for the price. Very compact, will fit nicely in a purse. Lot of storage capacity...can carry a small.library and give you notebook features with all the bells and whistles of a Kindle. If you're a reader on the go this is a great buy!"
1,"I love Alexa, Great way to search. Home screen is organized well lots of options but more with Amazon prime. Spend the money if your prime member."
1,"I love my old kindle, but after a few years and drops the power button doesn't like to work a lot of the time. So took advantage Black Friday deal to replace the one that is going out."
1,This was one of my best purchases hundreds of great movies and shows available.
1,"As a bluetooth speaker, the Tap rocks! The sound quality is excellent, plenty loud when needed, and excellent quality with no stutters in streaming. I bought this one instead of the Echo because it is portable, and I can lug it from room to room. The charging stand is very convenient, and the Tap stays there most of the time. Having to press the button to activate each of the voice commands is not an issue for me, but is something to consider. (If you want hands free use, you may want the big brother Echo device, which is hands free, but tethered in place by a power cord, so not portable). The feel of the Tap with the black fabric cover is nice, and will not slip out of your hand. The fabric is like tough upholstery cover, so it won't stain or be easy to damage, but is quite attractive. I am glad they did that, as bare plastic would be easy to drop. I found it easy to pair with bluetooth and wireless, and it works as advertised! I mostly just use it for playing music and asking Alexa silly questions for fun! I occasionally use it for shopping lists, which shows up on my phone, and checking the weather. Who knows what the future holds,when I have time to sit down and really learn all that it can do? I understand that Amazon plans to add more Alexa skills all the time, and if one got into smart house control with compatible products, the Tap would eliminate all remotes, which I already have too many of. I think it is a really fun, cool item, and I am glad I got it! It is so much fun to use voice commands instead of typing, especially the tiny smart phone typing ! I could get used to this! I have the Alexa app on my phone, which allows certain voice commands to show up on my phone, like shopping lists, to do lists, calendar. The Tap can also check traffic, weather, movies, etc directly through Wi Fi, no phone needed. However, the Alexa phone app actually helps you figure out what you can do with the Tap. The Tap can read Audible and some kindle ebooks to you as well! BTW, I haven't had any problems having it understand me, which is amazing, since I grew up in Texas and expected a problem with my accent. Obviously, this item is ideal for people who are Amazon Prime members, so you can stream Prime Music, although it also streams Pandora and other music services, and does many things without any connection to Amazon. I guess the most unique thing about the Tap is its ability to stream wi fi music directly, without a computer or phone driving it - that and the voice control. I have paid more for smaller ""just"" bluetooth speakers, so to me, this was a super deal, and continues to be a source of fun and entertainment!"
0,"This cover is made for the Kindle DX and fits it beautifully. The problem - and it's a big one - is if you accidentlly try to open the cover from the back (which is very easy to do) you can damage the Kindle without even realizing what's happened. My husband did this and cracked the Kindle frame within the first week of owning the device. Fortunately, only the frame was cracked and the Kindle still works. We cannot, however, remove the cover because of the way it hooks into the device, the hook closure must be bent because of the accidental attempt to open the back cover. After the incident, we attempted to clip the back cover to the Kindle, but found this to be cumbersome and the clip would not stay in place. We are just extremely careful now, but the damage was done almost immediately. I hope this design flaw has been fixed."
1,This thing is pretty freakin cool. It's a gadget but a useful one. It's literally Siri for the house. Ask it anything and get the answer or just listen to any type of music in great sound quality. Awesome little thing.
1,"She loves it, its her first tablet experience and tells me all the time how much she enjoys using it. She couldn't be happier."
1,Has great abilty to perform at high levels e as sy to operate . Very simple technology
1,Son loves this tablet kid friendly tons of games very pleased
0,Very easy to setup up and can be used to automate home using smart skills. I use to control hue lighting and nest products. Only complaint is she is not as smart as they say. Constant updates are making her better but lacking a lot of information when asked. Emails are sent with update info. 90 percent on voice commands. Wish it came with optional remote for when you are out of range of voice
1,Bought for my grandson and the programs that were included with the device give a wide variety of education tools
1,Great tablet with reasonable price. Best one from amazon
1,Enjoy all the features of the tablets from gaming to pictures. Battery life is good as well
1,My daughter can never put her fire tablet down she really loves it
1,Paper white is worth every penny! I was upgrading from the regular kindle to this and noticed that my eyes are more relaxed...
1,"""An inexpensive 'Tablet""' was the request on the Angel Tree at my son's middle school and we didn't even have to think twice about it. Unfortunately we get no feedback on the performance of these gifts but we hope and pray that it brings some happiness to the recipient. God Bless Us everyone!"
1,Got this to replace a fire stick. It stands without buffering and I love the voice remote.
1,This works as described and Am very happy with it.
1,"wanted to bring computer life to big screen. don't have smart tv, so this was perfect"
1,This is an awesome product love the flexibility it has with not only book reading but other apps as well.
0,Returned it.. didn't work like we thought it was so supposed to. Pain on the butt.
1,Love my Echo! Still learning what I can and can't do. Was surprised to get a message from two friends the other night on Alexa!
1,I wish it were a little bit bigger but it's just right for what I need. It's light weight and compact. Very easy to use and priced very reasonably!
1,"Echo is awesome. A talking computer of information, music, knowledge of light bulb apps, furnace apps. garage door app. Simply amazing. Give yourself a gift you will love ""Echo"""
1,"Simple to set up. My husband isn't tech-savvy, and this was easy for him to set up."
1,"Easy to use as it is intuitive. Love the Alexa remote. You can just say ""Alexa Tom Hanks""and it will pull up all the Tim Hanks movies available."
1,"I LOVE THE AMAZON TV, THEY SHOULD CALL IT THE AMAZING TV BOX!!!"
1,"Top movies, anytime, just your choice. Old movies!"
1,"Love Alexia, answers questions and plays music that I don't have to pay for"
1,I love it it was a good investment but hard to set up.
1,So far it has done exactly what I want it to do. It is much faster than the fire stick
1,"I never had a legitimate reason for owning a tablet. I prefer watching shows and movies on my TV and I prefer reading actual books as opposed to a tablet. However, when I learned that Best Buy was selling this Amazon tablet for $34.99 on Black Friday, I knew that I had to get my hands on one. Even with the aforementioned reasons for not getting one, I couldn't argue with that price. I think it's a great starter tablet. It may not have the largest screen or HD quality but then again I don't need all of that. The quality and size of the screen are perfect for that price. 8GB may not be a lot of memory but there is also an option to get more storage via a memory card. I very much satisfied and recommend this tablet to anybody, especially those who are curious about tablets and haven't purchased on yet."
1,Never thought I could give up a real book! The lightweight easy reading on the beach does it! I'm a believer
1,"The Fire HD is a nice tablet that functions well but doesn't meet the shear horsepower and feel of an iPad....but, at about 1/4 the cost, it fits the bill pretty well."
1,"We bought this for our 7 and 4 year old. The kids love it and it is simple to use. The ""kids"" profile makes it safe and easy to use and we can limit time of use. We can switch to our profile to watch Netflix or use other apps if we want. Comes with a great warranty and device protector. We're very happy with the Amazon Fire Tablet."
0,Slow processor equates to slow internet browsing. User I nterface is ok. Really wish it had the capability to lock onto the movie screen while my toddler watches movies. Next time I'll just spend the additional money on an iPad mini for my kids.
1,Nice tablet will seriously think about getting a second one.
1,"I already had purchased a Fire Stick, because I am a gadget nut and, well, reasons... *heh*. I decided to move up as part of a cord cutting drive, and this unit really shines. With more compute power and buffering space, it does a really nice job, even on fast moving source material. I also like the voice input."
1,"Amazon - Echo is a great device to use at home, it helps my kids in their home-work. I am enjoying it, some day I am planning to do some automation of light with that."
1,I ordered the extra case not knowing the device came with a case.
0,Honestly the worst tablet ever owned. Was very slow and unreliable would switch off
0,"Everyone knows ""kindle fire"". When these went on sale I grabbed a few up to use as kiosks for our PTA. Little did I know that fires run a ""special"" operating system, not a standard android. The 2 apps I needed to run were not available on kindle store. After much research I found a work around but it was very frustrating."
1,"Great tablet for all ages, easy to navigate, charges fast. Great resolution"
1,My son loves this tablet!! He's 13 yrs old and this thing does everything. Great battery life also
1,Awesome! My cousin had one and I loved it So much that I bought one for my husband and sister. Good features and easy to use
1,"Much faster than the stick in every way (wifi, processor, and ram). I like this a lot more than the stick it's just snappier.The voice remote is useless. I still prefer the Apple TV 4, over AFTV."
1,Store employees were very helpful. They had enough knowledge to help me select a great tablet.
1,Loved the Amazon tablets. Able to take anywhere and it fits in most bags. Can play any games and able to use social media website with ease.
1,Well received as it was given as a gift to a person who likes technology
1,"We have the echo in our kitchen, it is so handy to ask Alexa to play music, set timers, the news, weather etc"
1,"I love the kindle, although do then to drop them. Always get the insurance and best buy makes it easy to replace them"
1,Very good buy going to purchase one for all the family members.
1,"I love the amazon echo! You just talk to it and ask it questions. It plays any song you would like to hear, checks the weather, creates to do lists, orders things off amazon, checks traffic, looks anything up off the internet. I love it! We have 3 in the house now!"
1,Awesome device! Using it to cut the cord and it works great
1,"The Fire works better than I expected. For a $50 tablet, I have to imagine it's the best on the market. Good battery life, fast response and loading times, nice display. The only problem I've had so far is that I have to restart it if I let it sit for over an hour before it will handle a wifi signal."
1,The Fire is a great tablet for beginners. It is easy to use and it works perfect for me.
1,I really enjoy the versatility the Alexa is. It has so many posibilities.
1,"This was a gift, actually bought 2 of these for the grandkids and they love them. Easy to set up and get going-they are solid and well made. Very pleased with this purchase."
1,Got this as a gift for my mother. It is a great little starter tablet for anyone wanting to surf the web or play some games. I also like it because it is small and portable.
1,Cheap an easy to use for my 6 year old sun to play. Easy navigation lots of games to choose from along with apps.
1,"This has been a fun and intuitive way to play music, get the weather report, find out game scores, etc. I'm looking forward to integrating it into my house with lighting and temperature control. The speaker sound quality is excellent for such a small machine."
1,Very impressed with this tablet. I usually only purchase Samsung products but I needed something affordable for my children that wasn't terrible like the other knock off brands. This tablet is fast. Needs me memory but it is perfect for my kids. I bought 4!!!
1,"We've had so much fun with this thing, we just love it!"
1,Well worth the money. It does everything it say it will do and more.
1,"Use it every night to watch amazon television in bed, play games, read books. Great item."
1,the amazon fire tablet is a fantastic deal for the price. the amazon app store is great and this tablet has speed and a great screen for the price point you can't go wrong
1,"Does everything that are claimed, the speaker system is wonderful."
1,Great little tablet. Price was great! Can do almost anything on it just like an ipad but cheaper!
1,"Bought it for my little grandson he likes games, he can play with it where ever there is wifi."
1,Kindle is just like a real paper book. It also save my book spaces and easy to organize.
1,This is great for reading books or letting your kids play games and keep them off your phone.
1,Brought it for my husband and he absolutely loves it
1,Great idea for a 5 years old. very secure and good contents for that age.
1,"Got this for my children and grandchildren to give my mom. She thinks she needs an electronic device like all the kids have, so this was perfect. She can play games and have email and the kids help her with books and videos. Perfect for grandma"
1,"Great interface, 4K and below output. It is well worth the money! Has a multitude of well made apps, and is a well designed unit. Easily upgrade able via a micro SD card!"
1,Easy for 3 year old to navigate. Like the adult to kid use.
1,"Easy to use, does great job of adjusting the background light for reading. Takes a little adjustment from my old keyboard kindle, but not a problem."
1,"The only reason why I have not given a 5 star review is because sometimes, the unit freezes out of nowhere after I will be reading news articles or after watching Prime/Netflix"
1,Product does not disappoint. It does what it says.
1,"Alexa is fun and witty and. Very convenient,, especially when I need a timer when cooking."
1,This item is perfect for my son. Now he has his own game system no more low battery for my phone. Price is the best part you can't go wrong with this choice . I am very satisfied .
1,I love it!! I would buy this again! Not enuf space
1,"My previous generation Kindle Paperwhite got scratched a little on the screen, so I debated about picking up a new Kindle, but it was worth the $120. The 7th generation Paperwhite has twice the memory, runs a bit faster so it's noticeably quicker in response--making highlighting and annotating easier, and the uneven screen lighting problem (the older Kindle had ""shadow"" spots on the bottom edge of the screen) has been solved.My only complaint is that Amazon continues to put ads on the Kindle, which you have to pay $20 to get rid of. It's almost necessary because I use the Kindle to view books in church. Very inappropriate when the ad for a murder, crime, or romance novel pops up as a screensaver."
1,"A lot faster than Siri, very responsive and helpful in the kitchen playing music Multiple timers and measurements"
1,I like the ease of this electronic. She helps me everyday
1,"Great for kids or adults. Can't beat the price for what this tablet can do. Just as good as the more expensive tables, just need to buy extra memory"
1,"Much better than reading on my iPad, especially outdoors and at night. Portable size, great battery life, and must have for any serious reader"
1,This is my first kindle and I have been very pleased with it for what I payed for it.
1,The Alexa is awesome! It's nice to be able to tell her what I need at the store and it goes to my app on my phone.
1,I thought that this tablet was junk but it has surpassed my expectations
1,The product came as described and has been working great
1,We have it set up in the kitchen. Mainly use it to play music and give us the weather forecast. She really is amaxing at answering general questions
1,Exactly what was expected. Ease of setup is a definite plus and you can't beat the price for a streaming device.
1,"Works amazing and offers a lot of apps, games and music."
1,I have always had a kindle fire but I had one that was just overloaded with books and so I bought a new one with more memory. It is awesome and so fast. But also the battery charges very fast and hold a charge for a very long time.
1,I'm very with this kids friendly tablet. My daughter she uses my iPad and I decided to look one perfect for her...two years warrantee.
1,"This tablet is limited in functionality but it gets the job done, especially for the price"
1,"Already had one Alexa. Went and bought another and a couple of dots. Now we can ""drop-in"" to different rooms."
1,I loved that the kids enjoyed it and I would be getting another one
1,My first tablet experience and it's awesome. I love being able to stream movies and have numerous apps at my fingertips.
1,I have always been an iPad user but I love the kindle fire 8. It has everything you need and more and so much less expensive.
1,For the money the Kindle Fire is the best tablet on the market. I wish I didn't buy my I pad already I would have got one of these for myself.
1,Yes I did it. Got me Alexa. Best thing ever. Nice to get music.
1,It is great to take my Tap on the road. Easy to use and sounds great.
0,"OK, I bought this with high expectations after watching the commercials. I thought it's going to be better than Siri, but no. It can react or answer some of your calls very well, but it's very limited. Now I use it to play prime musics only."
